date,烟台,中山,武汉,佛山,南宁,东营,南京,惠州,常州,郑州,乌鲁木齐,重庆,石家庄,温州,南昌,广州,大连,大庆,南通,苏州,长沙,成都,厦门,太原,宁波,合肥,福州,唐山,西安,天津,北京,昆明,呼和浩特,无锡,沈阳,珠海,济南,东莞,淄博,上海,哈尔滨,徐州,长春,青岛,深圳,包头,杭州,鞍山
2016-05-22,16.0,24.0,17.0,24.0,21.0,17.0,16.0,23.0,16.0,19.0,11.0,19.0,19.0,21.0,19.0,23.0,15.0,12.0,17.0,18.0,18.0,17.0,23.0,13.0,19.0,17.0,22.0,15.0,16.0,19.0,18.0,17.0,7.0,17.0,14.0,25.0,19.0,24.0,16.0,19.0,12.0,17.0,12.0,17.0,24.0,8.0,18.0,15.0
2016-05-23,13.0,24.0,18.0,24.0,22.0,16.0,16.0,23.0,18.0,16.0,9.0,18.0,16.0,21.0,21.0,24.0,13.0,12.0,18.0,20.0,19.0,16.0,22.0,8.0,20.0,18.0,21.0,13.0,15.0,18.0,13.0,14.0,4.0,18.0,13.0,25.0,15.0,24.0,14.0,20.0,13.0,17.0,12.0,16.0,25.0,7.0,20.0,12.0
2016-05-24,17.0,26.0,18.0,25.0,21.0,18.0,17.0,24.0,19.0,19.0,10.0,21.0,18.0,21.0,21.0,24.0,15.0,11.0,17.0,15.0,19.0,20.0,23.0,12.0,18.0,18.0,22.0,15.0,16.0,17.0,17.0,14.0,7.0,18.0,14.0,25.0,21.0,25.0,17.0,19.0,12.0,18.0,11.0,17.0,25.0,5.0,17.0,16.0
2016-05-25,17.0,26.0,19.0,26.0,23.0,17.0,21.0,25.0,21.0,19.0,18.0,18.0,18.0,20.0,20.0,26.0,17.0,11.0,20.0,18.0,18.0,15.0,22.0,10.0,22.0,21.0,22.0,15.0,13.0,18.0,17.0,16.0,7.0,21.0,15.0,26.0,18.0,26.0,15.0,22.0,12.0,20.0,13.0,17.0,25.0,8.0,23.0,16.0
2016-05-26,16.0,25.0,16.0,25.0,25.0,17.0,19.0,24.0,20.0,17.0,18.0,16.0,18.0,22.0,22.0,25.0,16.0,10.0,20.0,18.0,18.0,15.0,24.0,12.0,22.0,18.0,23.0,14.0,13.0,18.0,16.0,16.0,9.0,21.0,11.0,25.0,19.0,25.0,15.0,20.0,9.0,16.0,11.0,19.0,25.0,10.0,21.0,15.0
2016-05-27,16.0,25.0,17.0,25.0,26.0,17.0,19.0,25.0,19.0,14.0,15.0,17.0,15.0,24.0,22.0,25.0,17.0,13.0,18.0,16.0,17.0,16.0,25.0,10.0,22.0,18.0,25.0,15.0,13.0,19.0,18.0,16.0,10.0,19.0,15.0,25.0,17.0,25.0,16.0,19.0,13.0,15.0,17.0,17.0,25.0,12.0,21.0,20.0
2016-05-28,16.0,25.0,18.0,25.0,26.0,16.0,19.0,25.0,19.0,18.0,14.0,18.0,17.0,25.0,22.0,25.0,17.0,13.0,18.0,16.0,18.0,18.0,25.0,12.0,21.0,19.0,25.0,15.0,15.0,20.0,18.0,17.0,11.0,20.0,14.0,26.0,16.0,26.0,15.0,20.0,14.0,15.0,15.0,18.0,26.0,11.0,22.0,17.0
2016-05-29,16.0,26.0,20.0,26.0,25.0,18.0,17.0,25.0,17.0,19.0,15.0,20.0,19.0,22.0,20.0,26.0,17.0,10.0,17.0,16.0,19.0,18.0,25.0,16.0,20.0,18.0,24.0,16.0,18.0,20.0,18.0,16.0,13.0,18.0,12.0,26.0,19.0,26.0,17.0,19.0,10.0,15.0,11.0,16.0,26.0,15.0,20.0,18.0
2016-05-30,18.0,27.0,24.0,28.0,26.0,20.0,21.0,26.0,21.0,21.0,15.0,23.0,22.0,22.0,24.0,26.0,17.0,10.0,19.0,18.0,24.0,20.0,25.0,16.0,21.0,22.0,25.0,19.0,21.0,21.0,22.0,18.0,16.0,20.0,10.0,28.0,23.0,27.0,20.0,20.0,10.0,19.0,10.0,16.0,28.0,16.0,21.0,16.0
2016-05-31,17.0,27.0,24.0,26.0,27.0,18.0,20.0,26.0,20.0,20.0,16.0,24.0,19.0,23.0,25.0,26.0,16.0,14.0,19.0,18.0,26.0,22.0,26.0,16.0,20.0,22.0,25.0,14.0,22.0,15.0,17.0,18.0,14.0,20.0,11.0,27.0,20.0,27.0,19.0,20.0,12.0,19.0,11.0,17.0,27.0,18.0,22.0,16.0
2016-06-01,16.0,28.0,18.0,28.0,26.0,16.0,17.0,26.0,17.0,19.0,18.0,22.0,19.0,21.0,21.0,27.0,18.0,15.0,17.0,17.0,21.0,21.0,26.0,16.0,19.0,18.0,23.0,15.0,17.0,20.0,18.0,18.0,15.0,17.0,13.0,28.0,18.0,27.0,15.0,18.0,14.0,17.0,13.0,17.0,28.0,18.0,19.0,18.0
2016-06-02,18.0,28.0,17.0,28.0,26.0,18.0,19.0,27.0,19.0,17.0,19.0,20.0,20.0,19.0,20.0,27.0,18.0,16.0,18.0,18.0,18.0,20.0,25.0,15.0,20.0,18.0,23.0,16.0,14.0,20.0,18.0,17.0,14.0,19.0,17.0,28.0,21.0,28.0,19.0,19.0,14.0,19.0,15.0,17.0,28.0,13.0,19.0,22.0
2016-06-03,17.0,27.0,17.0,27.0,25.0,19.0,17.0,27.0,17.0,17.0,19.0,22.0,19.0,21.0,19.0,26.0,17.0,14.0,18.0,19.0,17.0,20.0,25.0,14.0,20.0,19.0,25.0,18.0,18.0,20.0,19.0,16.0,11.0,17.0,17.0,28.0,17.0,25.0,17.0,19.0,14.0,15.0,16.0,17.0,28.0,13.0,20.0,20.0
2016-06-04,16.0,25.0,19.0,23.0,24.0,17.0,16.0,24.0,16.0,20.0,18.0,23.0,18.0,22.0,20.0,23.0,17.0,19.0,16.0,18.0,19.0,19.0,24.0,15.0,19.0,18.0,23.0,15.0,21.0,20.0,19.0,17.0,12.0,17.0,14.0,25.0,18.0,23.0,16.0,19.0,13.0,17.0,16.0,16.0,26.0,14.0,17.0,19.0
2016-06-05,17.0,24.0,22.0,24.0,24.0,18.0,19.0,24.0,19.0,19.0,19.0,23.0,17.0,22.0,22.0,24.0,17.0,16.0,17.0,16.0,22.0,21.0,24.0,14.0,20.0,20.0,22.0,17.0,21.0,20.0,18.0,17.0,11.0,18.0,14.0,25.0,18.0,24.0,17.0,20.0,17.0,18.0,18.0,17.0,25.0,14.0,20.0,19.0
2016-06-06,17.0,24.0,20.0,25.0,26.0,19.0,19.0,25.0,21.0,20.0,20.0,24.0,19.0,22.0,24.0,24.0,17.0,12.0,18.0,16.0,26.0,20.0,24.0,15.0,21.0,20.0,24.0,18.0,22.0,20.0,19.0,17.0,11.0,20.0,16.0,26.0,19.0,23.0,18.0,20.0,12.0,18.0,14.0,17.0,25.0,14.0,21.0,18.0
2016-06-07,17.0,25.0,21.0,26.0,25.0,19.0,21.0,25.0,21.0,19.0,21.0,23.0,19.0,23.0,24.0,25.0,17.0,13.0,19.0,18.0,25.0,21.0,24.0,14.0,23.0,20.0,24.0,15.0,20.0,18.0,16.0,16.0,13.0,22.0,13.0,25.0,19.0,25.0,18.0,21.0,14.0,19.0,13.0,17.0,26.0,13.0,21.0,17.0
2016-06-08,17.0,24.0,21.0,25.0,25.0,19.0,19.0,25.0,19.0,21.0,22.0,23.0,21.0,23.0,23.0,24.0,18.0,13.0,19.0,21.0,24.0,20.0,24.0,15.0,22.0,20.0,24.0,17.0,21.0,21.0,19.0,17.0,13.0,20.0,15.0,25.0,20.0,25.0,19.0,21.0,13.0,19.0,14.0,17.0,25.0,16.0,22.0,20.0
2016-06-09,20.0,25.0,22.0,26.0,25.0,22.0,20.0,25.0,20.0,22.0,23.0,22.0,23.0,24.0,24.0,25.0,18.0,15.0,19.0,19.0,24.0,20.0,25.0,17.0,22.0,20.0,25.0,21.0,22.0,24.0,22.0,17.0,13.0,20.0,18.0,25.0,25.0,25.0,21.0,21.0,15.0,20.0,18.0,17.0,26.0,14.0,21.0,22.0
2016-06-10,19.0,25.0,23.0,25.0,26.0,22.0,22.0,25.0,22.0,23.0,23.0,20.0,22.0,24.0,25.0,25.0,18.0,13.0,21.0,22.0,25.0,19.0,25.0,16.0,23.0,23.0,25.0,18.0,23.0,21.0,20.0,17.0,10.0,22.0,18.0,26.0,21.0,25.0,21.0,22.0,16.0,21.0,16.0,18.0,26.0,13.0,23.0,18.0
2016-06-11,17.0,26.0,20.0,26.0,27.0,20.0,23.0,25.0,24.0,21.0,23.0,21.0,19.0,24.0,24.0,25.0,17.0,13.0,22.0,22.0,23.0,21.0,26.0,16.0,23.0,22.0,25.0,17.0,22.0,20.0,18.0,17.0,13.0,23.0,12.0,26.0,20.0,25.0,18.0,23.0,14.0,22.0,12.0,18.0,26.0,15.0,23.0,17.0
2016-06-12,17.0,27.0,22.0,27.0,25.0,20.0,20.0,26.0,21.0,21.0,23.0,21.0,21.0,24.0,23.0,26.0,18.0,13.0,20.0,20.0,24.0,20.0,26.0,16.0,22.0,21.0,25.0,19.0,21.0,22.0,20.0,17.0,12.0,21.0,14.0,28.0,21.0,27.0,19.0,21.0,13.0,22.0,13.0,18.0,27.0,16.0,21.0,18.0
2016-06-13,19.0,27.0,23.0,26.0,26.0,21.0,22.0,25.0,22.0,24.0,24.0,24.0,21.0,22.0,23.0,26.0,19.0,13.0,21.0,17.0,24.0,22.0,25.0,16.0,21.0,22.0,24.0,17.0,22.0,19.0,18.0,17.0,13.0,21.0,17.0,27.0,19.0,26.0,20.0,21.0,14.0,23.0,14.0,18.0,26.0,13.0,21.0,20.0
2016-06-14,18.0,27.0,24.0,27.0,27.0,19.0,25.0,26.0,24.0,22.0,24.0,23.0,18.0,23.0,23.0,26.0,17.0,16.0,24.0,17.0,20.0,22.0,26.0,14.0,23.0,25.0,24.0,17.0,20.0,17.0,18.0,17.0,11.0,25.0,16.0,27.0,18.0,26.0,18.0,24.0,15.0,20.0,15.0,20.0,28.0,12.0,25.0,16.0
2016-06-15,17.0,28.0,20.0,26.0,24.0,19.0,21.0,26.0,21.0,20.0,21.0,20.0,21.0,22.0,21.0,25.0,18.0,16.0,21.0,17.0,20.0,17.0,26.0,13.0,22.0,20.0,25.0,16.0,20.0,20.0,17.0,16.0,11.0,22.0,14.0,28.0,18.0,28.0,17.0,22.0,16.0,17.0,16.0,18.0,28.0,13.0,21.0,16.0
2016-06-16,22.0,26.0,20.0,26.0,22.0,23.0,21.0,25.0,21.0,23.0,21.0,23.0,24.0,21.0,21.0,25.0,20.0,16.0,20.0,18.0,20.0,20.0,26.0,16.0,19.0,21.0,24.0,20.0,22.0,24.0,22.0,16.0,14.0,21.0,19.0,27.0,26.0,26.0,22.0,21.0,15.0,22.0,15.0,20.0,27.0,15.0,20.0,22.0
2016-06-17,22.0,26.0,23.0,26.0,25.0,23.0,22.0,25.0,22.0,24.0,16.0,25.0,24.0,22.0,24.0,26.0,20.0,16.0,21.0,20.0,25.0,23.0,25.0,17.0,22.0,22.0,24.0,20.0,24.0,22.0,20.0,17.0,13.0,23.0,17.0,27.0,26.0,26.0,23.0,23.0,17.0,23.0,17.0,20.0,27.0,15.0,22.0,20.0
2016-06-18,20.0,27.0,25.0,27.0,26.0,22.0,24.0,26.0,24.0,24.0,17.0,25.0,24.0,24.0,25.0,26.0,20.0,16.0,24.0,21.0,27.0,23.0,25.0,19.0,24.0,25.0,24.0,19.0,26.0,22.0,20.0,18.0,15.0,25.0,18.0,28.0,24.0,27.0,23.0,25.0,17.0,24.0,17.0,20.0,28.0,16.0,24.0,21.0
2016-06-19,21.0,28.0,23.0,27.0,26.0,24.0,25.0,27.0,25.0,25.0,15.0,23.0,24.0,24.0,25.0,27.0,21.0,16.0,25.0,22.0,28.0,23.0,26.0,19.0,26.0,25.0,25.0,22.0,26.0,25.0,23.0,18.0,16.0,25.0,17.0,28.0,23.0,27.0,23.0,26.0,16.0,24.0,16.0,20.0,28.0,18.0,23.0,21.0
2016-06-20,21.0,28.0,25.0,28.0,26.0,24.0,24.0,26.0,24.0,25.0,14.0,25.0,25.0,25.0,26.0,27.0,19.0,19.0,24.0,21.0,28.0,23.0,26.0,19.0,26.0,24.0,26.0,22.0,27.0,22.0,22.0,18.0,14.0,25.0,19.0,28.0,23.0,27.0,23.0,24.0,19.0,25.0,20.0,21.0,28.0,17.0,25.0,22.0
2016-06-21,21.0,27.0,26.0,27.0,25.0,24.0,26.0,25.0,25.0,26.0,17.0,26.0,25.0,26.0,28.0,27.0,19.0,18.0,25.0,24.0,29.0,24.0,26.0,18.0,26.0,26.0,26.0,23.0,26.0,26.0,24.0,18.0,16.0,26.0,20.0,28.0,26.0,27.0,23.0,25.0,19.0,25.0,19.0,20.0,28.0,17.0,26.0,21.0
2016-06-22,21.0,27.0,27.0,28.0,26.0,24.0,25.0,26.0,26.0,25.0,16.0,27.0,25.0,26.0,28.0,27.0,19.0,17.0,24.0,26.0,29.0,24.0,27.0,20.0,27.0,26.0,26.0,23.0,24.0,25.0,23.0,18.0,16.0,25.0,20.0,28.0,22.0,27.0,22.0,25.0,18.0,24.0,18.0,20.0,28.0,16.0,26.0,21.0
2016-06-23,20.0,26.0,26.0,27.0,26.0,20.0,24.0,26.0,24.0,21.0,14.0,24.0,22.0,26.0,28.0,27.0,19.0,15.0,24.0,23.0,29.0,23.0,27.0,15.0,27.0,23.0,27.0,19.0,20.0,22.0,21.0,18.0,12.0,24.0,17.0,28.0,19.0,27.0,18.0,26.0,16.0,22.0,13.0,20.0,28.0,14.0,27.0,18.0
2016-06-24,19.0,27.0,20.0,27.0,26.0,20.0,21.0,25.0,21.0,21.0,15.0,21.0,22.0,26.0,26.0,28.0,19.0,15.0,21.0,22.0,23.0,22.0,27.0,15.0,22.0,19.0,27.0,18.0,21.0,23.0,22.0,18.0,12.0,21.0,15.0,28.0,19.0,27.0,19.0,20.0,14.0,20.0,13.0,20.0,28.0,13.0,22.0,18.0
2016-06-25,20.0,27.0,19.0,28.0,26.0,21.0,19.0,26.0,20.0,21.0,16.0,21.0,23.0,24.0,24.0,26.0,20.0,16.0,19.0,21.0,21.0,19.0,27.0,16.0,20.0,20.0,26.0,20.0,21.0,25.0,22.0,18.0,14.0,20.0,15.0,28.0,21.0,27.0,20.0,19.0,15.0,22.0,15.0,21.0,28.0,17.0,21.0,20.0
2016-06-26,22.0,27.0,20.0,27.0,26.0,24.0,21.0,26.0,20.0,21.0,18.0,21.0,24.0,24.0,23.0,28.0,22.0,18.0,20.0,21.0,23.0,20.0,26.0,16.0,20.0,22.0,25.0,23.0,21.0,25.0,24.0,19.0,13.0,21.0,19.0,28.0,24.0,27.0,24.0,21.0,17.0,22.0,16.0,22.0,28.0,17.0,20.0,23.0
2016-06-27,20.0,27.0,19.0,27.0,26.0,22.0,20.0,26.0,20.0,22.0,21.0,22.0,23.0,25.0,26.0,27.0,21.0,19.0,20.0,16.0,22.0,20.0,26.0,17.0,24.0,20.0,27.0,20.0,23.0,23.0,21.0,18.0,14.0,21.0,20.0,27.0,23.0,27.0,20.0,22.0,18.0,19.0,19.0,20.0,27.0,15.0,23.0,22.0
2016-06-28,20.0,27.0,19.0,26.0,27.0,22.0,21.0,26.0,22.0,23.0,16.0,22.0,23.0,26.0,26.0,25.0,20.0,20.0,21.0,23.0,23.0,20.0,27.0,17.0,24.0,21.0,27.0,19.0,25.0,22.0,20.0,18.0,12.0,22.0,19.0,26.0,22.0,26.0,22.0,22.0,20.0,20.0,19.0,21.0,27.0,16.0,24.0,21.0
2016-06-30,21.0,26.0,24.0,26.0,25.0,20.0,25.0,26.0,25.0,24.0,21.0,22.0,22.0,26.0,26.0,26.0,20.0,15.0,25.0,22.0,26.0,21.0,26.0,19.0,26.0,25.0,26.0,21.0,24.0,21.0,22.0,18.0,13.0,26.0,18.0,27.0,20.0,26.0,22.0,27.0,16.0,23.0,17.0,22.0,27.0,15.0,26.0,20.0
2016-07-01,20.0,26.0,23.0,25.0,26.0,21.0,25.0,26.0,26.0,22.0,22.0,24.0,22.0,26.0,27.0,26.0,20.0,17.0,25.0,26.0,27.0,23.0,26.0,18.0,27.0,23.0,26.0,19.0,24.0,21.0,21.0,17.0,15.0,26.0,16.0,27.0,21.0,26.0,19.0,26.0,16.0,22.0,15.0,21.0,27.0,17.0,26.0,19.0
2016-07-02,20.0,26.0,23.0,25.0,25.0,22.0,22.0,26.0,22.0,24.0,22.0,25.0,23.0,26.0,26.0,26.0,21.0,19.0,22.0,26.0,25.0,22.0,26.0,18.0,27.0,22.0,27.0,20.0,24.0,24.0,21.0,17.0,16.0,23.0,17.0,27.0,24.0,26.0,22.0,26.0,17.0,23.0,17.0,21.0,27.0,19.0,25.0,21.0
2016-07-03,20.0,26.0,24.0,26.0,25.0,23.0,22.0,26.0,24.0,23.0,18.0,25.0,23.0,26.0,25.0,26.0,20.0,21.0,23.0,24.0,25.0,22.0,26.0,19.0,27.0,22.0,26.0,20.0,23.0,24.0,23.0,18.0,17.0,24.0,17.0,26.0,22.0,26.0,22.0,26.0,20.0,22.0,20.0,20.0,26.0,19.0,25.0,22.0
2016-07-04,20.0,26.0,22.0,26.0,26.0,21.0,23.0,26.0,25.0,22.0,21.0,25.0,22.0,26.0,26.0,26.0,19.0,20.0,24.0,26.0,22.0,23.0,26.0,18.0,27.0,21.0,26.0,19.0,24.0,23.0,21.0,19.0,18.0,25.0,19.0,26.0,20.0,26.0,19.0,27.0,20.0,20.0,21.0,21.0,27.0,18.0,26.0,22.0
2016-07-05,20.0,26.0,23.0,26.0,25.0,21.0,23.0,26.0,24.0,23.0,21.0,26.0,21.0,27.0,26.0,26.0,19.0,21.0,25.0,25.0,23.0,22.0,27.0,17.0,27.0,22.0,27.0,20.0,24.0,22.0,22.0,18.0,18.0,24.0,20.0,27.0,21.0,26.0,20.0,26.0,19.0,22.0,19.0,21.0,27.0,20.0,26.0,23.0
2016-07-06,21.0,26.0,24.0,26.0,25.0,23.0,25.0,26.0,25.0,23.0,16.0,27.0,23.0,27.0,27.0,26.0,20.0,23.0,24.0,25.0,25.0,22.0,27.0,19.0,26.0,23.0,26.0,20.0,25.0,24.0,22.0,19.0,17.0,26.0,19.0,27.0,23.0,26.0,22.0,27.0,22.0,23.0,22.0,21.0,27.0,21.0,26.0,23.0
2016-07-07,22.0,27.0,24.0,27.0,25.0,24.0,24.0,26.0,25.0,23.0,16.0,27.0,24.0,26.0,27.0,26.0,20.0,24.0,24.0,25.0,25.0,23.0,27.0,19.0,26.0,24.0,27.0,22.0,25.0,25.0,23.0,19.0,17.0,25.0,19.0,28.0,24.0,27.0,22.0,26.0,23.0,24.0,22.0,22.0,28.0,21.0,25.0,23.0
2016-07-08,22.0,28.0,26.0,29.0,26.0,25.0,25.0,26.0,25.0,24.0,19.0,28.0,23.0,26.0,27.0,28.0,22.0,21.0,24.0,24.0,27.0,24.0,26.0,20.0,26.0,24.0,25.0,23.0,28.0,25.0,24.0,18.0,19.0,25.0,21.0,29.0,23.0,28.0,25.0,26.0,22.0,24.0,22.0,22.0,29.0,20.0,26.0,23.0
2016-07-09,23.0,28.0,26.0,29.0,26.0,24.0,24.0,27.0,25.0,25.0,18.0,29.0,24.0,25.0,27.0,28.0,22.0,22.0,25.0,24.0,27.0,24.0,25.0,20.0,27.0,0.0,25.0,24.0,27.0,27.0,25.0,18.0,18.0,25.0,22.0,29.0,23.0,28.0,23.0,26.0,19.0,24.0,21.0,22.0,28.0,21.0,26.0,25.0
2016-07-10,23.0,26.0,25.0,25.0,27.0,25.0,24.0,26.0,24.0,24.0,20.0,28.0,25.0,26.0,27.0,26.0,22.0,26.0,25.0,25.0,27.0,24.0,26.0,20.0,26.0,25.0,27.0,25.0,25.0,27.0,26.0,18.0,19.0,25.0,23.0,27.0,24.0,25.0,24.0,26.0,24.0,23.0,23.0,22.0,27.0,21.0,26.0,26.0
2016-07-11,22.0,26.0,26.0,26.0,27.0,25.0,24.0,26.0,25.0,25.0,20.0,29.0,25.0,27.0,27.0,26.0,22.0,21.0,25.0,23.0,28.0,24.0,26.0,21.0,26.0,25.0,26.0,25.0,25.0,27.0,24.0,18.0,17.0,26.0,23.0,27.0,24.0,25.0,24.0,26.0,25.0,24.0,23.0,22.0,26.0,17.0,26.0,25.0
2016-07-12,23.0,27.0,26.0,27.0,26.0,25.0,26.0,26.0,26.0,24.0,21.0,29.0,25.0,27.0,27.0,26.0,23.0,18.0,25.0,26.0,28.0,24.0,26.0,19.0,27.0,26.0,26.0,23.0,23.0,25.0,23.0,19.0,17.0,26.0,21.0,28.0,23.0,26.0,24.0,27.0,19.0,25.0,20.0,23.0,27.0,18.0,26.0,24.0
2016-07-13,22.0,26.0,25.0,26.0,25.0,24.0,26.0,26.0,26.0,23.0,22.0,26.0,23.0,28.0,28.0,26.0,24.0,17.0,26.0,26.0,28.0,24.0,26.0,19.0,26.0,26.0,27.0,23.0,21.0,25.0,24.0,18.0,17.0,26.0,19.0,27.0,23.0,25.0,23.0,27.0,18.0,24.0,18.0,24.0,26.0,17.0,28.0,22.0
2016-07-14,22.0,26.0,25.0,26.0,25.0,23.0,25.0,26.0,23.0,23.0,22.0,23.0,20.0,28.0,26.0,26.0,23.0,16.0,25.0,25.0,27.0,20.0,26.0,17.0,27.0,25.0,27.0,22.0,18.0,23.0,22.0,18.0,16.0,26.0,18.0,28.0,21.0,26.0,20.0,26.0,16.0,22.0,16.0,22.0,27.0,17.0,27.0,22.0
